"product_group","product_name","sales_sep_k_rub","cogs_sep_k_rub","margin_sep_k_rub","margin_share_pct","cum_margin_share_pct","abc_category"
Молочные продукты,Молочные продукты 531,7.17880,5.05800,2.12080,0.08,69.07,A
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 76,7.07175,4.96875,2.10300,0.08,69.15,A
Мясо и мясопродукты,Мясо и мясопродукты 110,5.25037,3.14741,2.10296,0.08,69.23,A
Мясо и мясопродукты,Мясо и мясопродукты 255,4.76906,2.66665,2.10241,0.08,69.31,A
Мясо и мясопродукты,Мясо и мясопродукты 245,4.25935,2.15952,2.09983,0.08,69.39,A
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 127,5.98267,3.88842,2.09425,0.08,69.46,A
Молочные продукты,Молочные продукты 185,7.09080,5.00550,2.08530,0.08,69.54,A
Овощи и фрукты,Овощи и фрукты 334,16.82586,14.74448,2.08138,0.08,69.62,A
Молочные продукты,Молочные продукты 680,19.02487,16.94418,2.08069,0.08,69.70,A
Мясо и мясопродукты,Мясо и мясопродукты 51,6.93854,4.86197,2.07657,0.08,69.77,A
Мясо и мясопродукты,Мясо и мясопродукты 379,5.01750,2.95477,2.06273,0.08,69.85,A
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 6,7.55091,5.49240,2.05851,0.08,69.93,A
Производство,Производство 80,4.69108,2.64750,2.04358,0.08,70.00,A
Мясо и мясопродукты,Мясо и мясопродукты 319,9.66001,7.63752,2.02249,0.08,70.08,A
Молочные продукты,Молочные продукты 488,4.83135,2.81336,2.01799,0.07,70.15,A
Молочные продукты,Молочные продукты 80,8.95073,6.94306,2.00767,0.07,70.23,A
Овощи и фрукты,Овощи и фрукты 108,4.72660,2.72036,2.00624,0.07,70.30,A
Молочные продукты,Молочные продукты 553,5.64173,3.63840,2.00333,0.07,70.38,A
Молочные продукты,Молочные продукты 505,5.69381,3.69083,2.00298,0.07,70.45,A
Мясо и мясопродукты,Мясо и мясопродукты 89,4.50505,2.50774,1.99731,0.07,70.53,A
Мясо и мясопродукты,Мясо и мясопродукты 42,3.88997,1.89750,1.99247,0.07,70.60,A
Молочные продукты,Молочные продукты 617,6.27551,4.29420,1.98131,0.07,70.67,A
Молочные продукты,Молочные продукты 229,8.02261,6.05366,1.96895,0.07,70.75,A
Мясо и мясопродукты,Мясо и мясопродукты 411,3.57163,1.63273,1.93890,0.07,70.82,A
Молочные продукты,Молочные продукты 543,5.28587,3.35803,1.92784,0.07,70.89,A
Молочные продукты,Молочные продукты 533,4.87653,2.94959,1.92694,0.07,70.96,A
Овощи и фрукты,Овощи и фрукты 335,9.92361,8.00023,1.92338,0.07,71.03,A
Молочные продукты,Молочные продукты 16,5.46612,3.54794,1.91818,0.07,71.10,A
Молочные продукты,Молочные продукты 694,8.12869,6.21152,1.91717,0.07,71.18,A
Молочные продукты,Молочные продукты 725,5.17581,3.26172,1.91409,0.07,71.25,A
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 184,7.25495,5.35744,1.89751,0.07,71.32,A
Овощи и фрукты,Овощи и фрукты 15,6.10104,4.20420,1.89684,0.07,71.39,A
Мясо и мясопродукты,Мясо и мясопродукты 395,3.74176,1.84800,1.89376,0.07,71.46,A
Мясо и мясопродукты,Мясо и мясопродукты 151,7.76855,5.87664,1.89191,0.07,71.53,A
Молочные продукты,Молочные продукты 539,4.72758,2.84790,1.87968,0.07,71.60,A
Молочные продукты,Молочные продукты 704,7.48249,5.60660,1.87589,0.07,71.67,A
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 316,9.09156,7.22200,1.86956,0.07,71.74,A
Молочные продукты,Молочные продукты 441,5.99097,4.13830,1.85267,0.07,71.81,A
Мясо и мясопродукты,Мясо и мясопродукты 100,3.51532,1.66790,1.84742,0.07,71.88,A
Молочные продукты,Молочные продукты 190,10.60126,8.76118,1.84008,0.07,71.94,A
Мясо и мясопродукты,Мясо и мясопродукты 25,5.51644,3.67827,1.83817,0.07,72.01,A
Молочные продукты,Молочные продукты 368,5.20896,3.37120,1.83776,0.07,72.08,A
Овощи и фрукты,Овощи и фрукты 210,9.94958,8.11408,1.83550,0.07,72.15,A
Мясо и мясопродукты,Мясо и мясопродукты 253,7.67357,5.84622,1.82735,0.07,72.22,A
Мясо и мясопродукты,Мясо и мясопродукты 404,4.76785,2.94260,1.82525,0.07,72.28,A
Овощи и фрукты,Овощи и фрукты 113,4.67438,2.86400,1.81038,0.07,72.35,A
Мясо и мясопродукты,Мясо и мясопродукты 96,3.16832,1.35940,1.80892,0.07,72.42,A
Молочные продукты,Молочные продукты 581,8.36618,6.56579,1.80039,0.07,72.49,A
Мясо и мясопродукты,Мясо и мясопродукты 292,3.38584,1.58700,1.79884,0.07,72.55,A
Молочные продукты,Молочные продукты 287,11.93245,10.13596,1.79649,0.07,72.62,A
Мясо и мясопродукты,Мясо и мясопродукты 101,6.28085,4.48800,1.79285,0.07,72.69,A
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 102,5.38779,3.59550,1.79229,0.07,72.75,A
Молочные продукты,Молочные продукты 518,5.25669,3.46489,1.79180,0.07,72.82,A
Молочные продукты,Молочные продукты 274,15.05635,13.27139,1.78496,0.07,72.89,A
Молочные продукты,Молочные продукты 744,6.94378,5.15968,1.78410,0.07,72.95,A
Овощи и фрукты,Овощи и фрукты 79,5.71702,3.93450,1.78252,0.07,73.02,A
Овощи и фрукты,Овощи и фрукты 58,3.68060,1.90375,1.77685,0.07,73.08,A
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 133,7.54797,5.77486,1.77311,0.07,73.15,A
Молочные продукты,Молочные продукты 487,5.44472,3.67397,1.77075,0.07,73.22,A
Мясо и мясопродукты,Мясо и мясопродукты 260,3.73068,1.97600,1.75468,0.07,73.28,A
Мясо и мясопродукты,Мясо и мясопродукты 251,16.46690,14.71360,1.75330,0.07,73.35,A
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 215,7.20807,5.45792,1.75015,0.07,73.41,A
Мясо и мясопродукты,Мясо и мясопродукты 334,3.94212,2.20590,1.73622,0.06,73.48,A
